state,stabbrs,year,sex,Census_Region,Census_Division,LE,race
Nevada,NV,2006,Female,West,Mountain,79.3221572,white
Nevada,NV,2006,Male,West,Mountain,74.27963463,white
Nevada,NV,2007,Female,West,Mountain,79.70364776,white
Nevada,NV,2007,Male,West,Mountain,74.61538964,white
Nevada,NV,2008,Female,West,Mountain,79.78899538,white
Nevada,NV,2008,Male,West,Mountain,74.84726388,white
Nevada,NV,2009,Female,West,Mountain,80.0265405,white
Nevada,NV,2009,Male,West,Mountain,75.11705067,white
Nevada,NV,2010,Female,West,Mountain,80.06429559,white
Nevada,NV,2010,Male,West,Mountain,75.33407053,white
Nevada,NV,2011,Female,West,Mountain,80.08087517,white
Nevada,NV,2011,Male,West,Mountain,75.48883722,white
Nevada,NV,2012,Female,West,Mountain,80.20009534,white
Nevada,NV,2012,Male,West,Mountain,75.62067695,white
Nevada,NV,2013,Female,West,Mountain,80.23880678,white
Nevada,NV,2013,Male,West,Mountain,75.71154128,white
New Jersey,NJ,1969,Female,Northeast,Mid-Atlantic,75.17542726,white
New Jersey,NJ,1969,Male,Northeast,Mid-Atlantic,68.59000329,white
New Jersey,NJ,1970,Female,Northeast,Mid-Atlantic,75.41015708,white
New Jersey,NJ,1970,Male,Northeast,Mid-Atlantic,68.7110556,white
New Jersey,NJ,1971,Female,Northeast,Mid-Atlantic,75.66474837,white
New Jersey,NJ,1971,Male,Northeast,Mid-Atlantic,68.93481731,white
New Jersey,NJ,1972,Female,Northeast,Mid-Atlantic,75.92214955,white
New Jersey,NJ,1972,Male,Northeast,Mid-Atlantic,69.10724721,white
New Jersey,NJ,1973,Female,Northeast,Mid-Atlantic,76.26824642,white
New Jersey,NJ,1973,Male,Northeast,Mid-Atlantic,69.34500298,white
New Jersey,NJ,1974,Female,Northeast,Mid-Atlantic,76.70114374,white
New Jersey,NJ,1974,Male,Northeast,Mid-Atlantic,69.75644445,white
New Jersey,NJ,1975,Female,Northeast,Mid-Atlantic,77.16544539,white
New Jersey,NJ,1975,Male,Northeast,Mid-Atlantic,70.26603182,white
New Jersey,NJ,1976,Female,Northeast,Mid-Atlantic,77.38063577,white
New Jersey,NJ,1976,Male,Northeast,Mid-Atlantic,70.5991723,white
New Jersey,NJ,1977,Female,Northeast,Mid-Atlantic,77.66311795,white
New Jersey,NJ,1977,Male,Northeast,Mid-Atlantic,70.73978902,white
New Jersey,NJ,1978,Female,Northeast,Mid-Atlantic,77.88906125,white
New Jersey,NJ,1978,Male,Northeast,Mid-Atlantic,70.97833005,white
New Jersey,NJ,1979,Female,Northeast,Mid-Atlantic,78.10203792,white
New Jersey,NJ,1979,Male,Northeast,Mid-Atlantic,71.23229087,white
New Jersey,NJ,1980,Female,Northeast,Mid-Atlantic,77.94112634,white
New Jersey,NJ,1980,Male,Northeast,Mid-Atlantic,71.23105934,white
New Jersey,NJ,1981,Female,Northeast,Mid-Atlantic,78.25346299,white
New Jersey,NJ,1981,Male,Northeast,Mid-Atlantic,71.60433316,white
New Jersey,NJ,1982,Female,Northeast,Mid-Atlantic,78.38572642,white
New Jersey,NJ,1982,Male,Northeast,Mid-Atlantic,71.78529495,white
New Jersey,NJ,1983,Female,Northeast,Mid-Atlantic,78.38784541,white
New Jersey,NJ,1983,Male,Northeast,Mid-Atlantic,71.87911006,white
New Jersey,NJ,1984,Female,Northeast,Mid-Atlantic,78.50364691,white
New Jersey,NJ,1984,Male,Northeast,Mid-Atlantic,72.0562694,white
New Jersey,NJ,1985,Female,Northeast,Mid-Atlantic,78.6462136,white
New Jersey,NJ,1985,Male,Northeast,Mid-Atlantic,72.05608232,white
New Jersey,NJ,1986,Female,Northeast,Mid-Atlantic,78.62373175,white
New Jersey,NJ,1986,Male,Northeast,Mid-Atlantic,72.28569466,white
New Jersey,NJ,1987,Female,Northeast,Mid-Atlantic,78.80674679,white
New Jersey,NJ,1987,Male,Northeast,Mid-Atlantic,72.38004651,white
New Jersey,NJ,1988,Female,Northeast,Mid-Atlantic,78.76739765,white
New Jersey,NJ,1988,Male,Northeast,Mid-Atlantic,72.46737599,white
New Jersey,NJ,1989,Female,Northeast,Mid-Atlantic,79.12506867,white
New Jersey,NJ,1989,Male,Northeast,Mid-Atlantic,73.03093631,white
New Jersey,NJ,1990,Female,Northeast,Mid-Atlantic,79.45217562,white
New Jersey,NJ,1990,Male,Northeast,Mid-Atlantic,73.37113733,white
New Jersey,NJ,1991,Female,Northeast,Mid-Atlantic,79.73436823,white
New Jersey,NJ,1991,Male,Northeast,Mid-Atlantic,73.59037084,white
New Jersey,NJ,1992,Female,Northeast,Mid-Atlantic,79.87169487,white
New Jersey,NJ,1992,Male,Northeast,Mid-Atlantic,73.69077326,white
New Jersey,NJ,1993,Female,Northeast,Mid-Atlantic,79.8593938,white
New Jersey,NJ,1993,Male,Northeast,Mid-Atlantic,73.83648175,white
New Jersey,NJ,1994,Female,Northeast,Mid-Atlantic,80.06441625,white
New Jersey,NJ,1994,Male,Northeast,Mid-Atlantic,74.01852647,white
New Jersey,NJ,1995,Female,Northeast,Mid-Atlantic,80.00310502,white
New Jersey,NJ,1995,Male,Northeast,Mid-Atlantic,74.24897393,white
New Jersey,NJ,1996,Female,Northeast,Mid-Atlantic,80.17526778,white
New Jersey,NJ,1996,Male,Northeast,Mid-Atlantic,74.69527493,white
New Jersey,NJ,1997,Female,Northeast,Mid-Atlantic,80.34450475,white
New Jersey,NJ,1997,Male,Northeast,Mid-Atlantic,75.1076926,white
New Jersey,NJ,1998,Female,Northeast,Mid-Atlantic,80.51068466,white
New Jersey,NJ,1998,Male,Northeast,Mid-Atlantic,75.39919458,white
New Jersey,NJ,1999,Female,Northeast,Mid-Atlantic,80.47963642,white
New Jersey,NJ,1999,Male,Northeast,Mid-Atlantic,75.46412295,white
New Jersey,NJ,2000,Female,Northeast,Mid-Atlantic,80.52803185,white
New Jersey,NJ,2000,Male,Northeast,Mid-Atlantic,75.52912604,white
New Jersey,NJ,2001,Female,Northeast,Mid-Atlantic,80.68179579,white
New Jersey,NJ,2001,Male,Northeast,Mid-Atlantic,75.72264456,white
New Jersey,NJ,2002,Female,Northeast,Mid-Atlantic,80.80675199,white
New Jersey,NJ,2002,Male,Northeast,Mid-Atlantic,76.05173258,white
New Jersey,NJ,2003,Female,Northeast,Mid-Atlantic,81.03283709,white
New Jersey,NJ,2003,Male,Northeast,Mid-Atlantic,76.34886598,white
New Jersey,NJ,2004,Female,Northeast,Mid-Atlantic,81.33920888,white
New Jersey,NJ,2004,Male,Northeast,Mid-Atlantic,76.73047477,white
New Jersey,NJ,2005,Female,Northeast,Mid-Atlantic,81.51505499,white
New Jersey,NJ,2005,Male,Northeast,Mid-Atlantic,76.85538551,white
New Jersey,NJ,2006,Female,Northeast,Mid-Atlantic,81.89220927,white
New Jersey,NJ,2006,Male,Northeast,Mid-Atlantic,77.0812452,white
New Jersey,NJ,2007,Female,Northeast,Mid-Atlantic,82.08900646,white
New Jersey,NJ,2007,Male,Northeast,Mid-Atlantic,77.37341198,white
New Jersey,NJ,2008,Female,Northeast,Mid-Atlantic,82.23682636,white
New Jersey,NJ,2008,Male,Northeast,Mid-Atlantic,77.63729899,white
New Jersey,NJ,2009,Female,Northeast,Mid-Atlantic,82.56461641,white
New Jersey,NJ,2009,Male,Northeast,Mid-Atlantic,77.9466521,white
New Jersey,NJ,2010,Female,Northeast,Mid-Atlantic,82.66043655,white
New Jersey,NJ,2010,Male,Northeast,Mid-Atlantic,77.96114553,white
New Jersey,NJ,2011,Female,Northeast,Mid-Atlantic,82.64652944,white
New Jersey,NJ,2011,Male,Northeast,Mid-Atlantic,77.94513446,white
New Jersey,NJ,2012,Female,Northeast,Mid-Atlantic,82.73026391,white
New Jersey,NJ,2012,Male,Northeast,Mid-Atlantic,77.98975154,white
New Jersey,NJ,2013,Female,Northeast,Mid-Atlantic,82.76130155,white
New Jersey,NJ,2013,Male,Northeast,Mid-Atlantic,77.98886293,white
New Mexico,NM,1969,Female,West,Mountain,75.65293035,white
New Mexico,NM,1969,Male,West,Mountain,67.44933437,white
New Mexico,NM,1970,Female,West,Mountain,75.91453198,white
New Mexico,NM,1970,Male,West,Mountain,67.6956774,white
New Mexico,NM,1971,Female,West,Mountain,76.16973024,white
New Mexico,NM,1971,Male,West,Mountain,68.02418112,white
New Mexico,NM,1972,Female,West,Mountain,76.42499715,white
New Mexico,NM,1972,Male,West,Mountain,68.18578661,white
New Mexico,NM,1973,Female,West,Mountain,76.77811025,white
New Mexico,NM,1973,Male,West,Mountain,68.3207325,white
New Mexico,NM,1974,Female,West,Mountain,77.14318936,white
New Mexico,NM,1974,Male,West,Mountain,68.81311885,white
New Mexico,NM,1975,Female,West,Mountain,77.57112862,white
New Mexico,NM,1975,Male,West,Mountain,69.25822166,white
New Mexico,NM,1976,Female,West,Mountain,77.89542103,white
New Mexico,NM,1976,Male,West,Mountain,69.58714385,white
New Mexico,NM,1977,Female,West,Mountain,78.38676012,white
New Mexico,NM,1977,Male,West,Mountain,69.93072826,white
New Mexico,NM,1978,Female,West,Mountain,78.61401299,white
New Mexico,NM,1978,Male,West,Mountain,70.17214776,white
New Mexico,NM,1979,Female,West,Mountain,78.76276005,white
New Mexico,NM,1979,Male,West,Mountain,70.33613063,white
New Mexico,NM,1980,Female,West,Mountain,78.83742422,white
New Mexico,NM,1980,Male,West,Mountain,70.61286567,white
New Mexico,NM,1981,Female,West,Mountain,79.1109047,white
New Mexico,NM,1981,Male,West,Mountain,71.13653039,white
New Mexico,NM,1982,Female,West,Mountain,79.111176940000007,white
New Mexico,NM,1982,Male,West,Mountain,71.35780757,white
New Mexico,NM,1983,Female,West,Mountain,79.2062952,white
New Mexico,NM,1983,Male,West,Mountain,71.6680386,white
New Mexico,NM,1984,Female,West,Mountain,79.22106291,white
New Mexico,NM,1984,Male,West,Mountain,71.85516742,white
New Mexico,NM,1985,Female,West,Mountain,79.37702533,white
New Mexico,NM,1985,Male,West,Mountain,71.95839877,white
New Mexico,NM,1986,Female,West,Mountain,79.42167941,white
New Mexico,NM,1986,Male,West,Mountain,72.15089495,white
New Mexico,NM,1987,Female,West,Mountain,79.43232226,white
New Mexico,NM,1987,Male,West,Mountain,72.40753443,white
New Mexico,NM,1988,Female,West,Mountain,79.59535977,white
New Mexico,NM,1988,Male,West,Mountain,72.55739223,white
New Mexico,NM,1989,Female,West,Mountain,79.65903423,white
New Mexico,NM,1989,Male,West,Mountain,72.7704044,white
New Mexico,NM,1990,Female,West,Mountain,79.78081292,white
New Mexico,NM,1990,Male,West,Mountain,72.91289975,white
New Mexico,NM,1991,Female,West,Mountain,79.92616077,white
New Mexico,NM,1991,Male,West,Mountain,73.01737458,white
New Mexico,NM,1992,Female,West,Mountain,80.12612361,white
New Mexico,NM,1992,Male,West,Mountain,73.23355341,white
New Mexico,NM,1993,Female,West,Mountain,80.05185079,white
New Mexico,NM,1993,Male,West,Mountain,73.38817308,white
New Mexico,NM,1994,Female,West,Mountain,80.10385443,white
New Mexico,NM,1994,Male,West,Mountain,73.42742677,white
New Mexico,NM,1995,Female,West,Mountain,80.1662578,white
New Mexico,NM,1995,Male,West,Mountain,73.68252501,white
New Mexico,NM,1996,Female,West,Mountain,80.40110937,white
New Mexico,NM,1996,Male,West,Mountain,73.90569087,white
New Mexico,NM,1997,Female,West,Mountain,80.50971383,white
New Mexico,NM,1997,Male,West,Mountain,74.1876462,white
New Mexico,NM,1998,Female,West,Mountain,80.44302504,white
New Mexico,NM,1998,Male,West,Mountain,74.35830353,white
New Mexico,NM,1999,Female,West,Mountain,80.36999364,white
New Mexico,NM,1999,Male,West,Mountain,74.39921023,white
New Mexico,NM,2000,Female,West,Mountain,80.55410575,white
New Mexico,NM,2000,Male,West,Mountain,74.53677069,white
New Mexico,NM,2001,Female,West,Mountain,80.42936003,white
New Mexico,NM,2001,Male,West,Mountain,74.49839955,white
New Mexico,NM,2002,Female,West,Mountain,80.57279636,white
New Mexico,NM,2002,Male,West,Mountain,74.54825828,white
New Mexico,NM,2003,Female,West,Mountain,80.472626880000007,white
New Mexico,NM,2003,Male,West,Mountain,74.67274518,white
New Mexico,NM,2004,Female,West,Mountain,80.69552991,white
New Mexico,NM,2004,Male,West,Mountain,74.89896586,white
New Mexico,NM,2005,Female,West,Mountain,80.73183017,white
New Mexico,NM,2005,Male,West,Mountain,74.94743842,white
New Mexico,NM,2006,Female,West,Mountain,80.74616947,white
New Mexico,NM,2006,Male,West,Mountain,75.07934102,white
New Mexico,NM,2007,Female,West,Mountain,80.97617599,white
New Mexico,NM,2007,Male,West,Mountain,75.23458994,white
New Mexico,NM,2008,Female,West,Mountain,80.95047125,white
New Mexico,NM,2008,Male,West,Mountain,75.39708579,white
New Mexico,NM,2009,Female,West,Mountain,81.24180385,white
New Mexico,NM,2009,Male,West,Mountain,75.64905267,white
New Mexico,NM,2010,Female,West,Mountain,81.21155609,white
New Mexico,NM,2010,Male,West,Mountain,75.8399896,white
New Mexico,NM,2011,Female,West,Mountain,81.28019531,white
New Mexico,NM,2011,Male,West,Mountain,75.84450047,white
New Mexico,NM,2012,Female,West,Mountain,81.38955743,white
New Mexico,NM,2012,Male,West,Mountain,75.84026373,white
New Mexico,NM,2013,Female,West,Mountain,81.5023101,white
New Mexico,NM,2013,Male,West,Mountain,75.92597497,white
New York,NY,1969,Female,Northeast,Mid-Atlantic,74.77177206,white
New York,NY,1969,Male,Northeast,Mid-Atlantic,67.89411839,white
New York,NY,1970,Female,Northeast,Mid-Atlantic,75.03690546,white
New York,NY,1970,Male,Northeast,Mid-Atlantic,68.10939616,white
New York,NY,1971,Female,Northeast,Mid-Atlantic,75.41253312,white
New York,NY,1971,Male,Northeast,Mid-Atlantic,68.4229507,white
New York,NY,1972,Female,Northeast,Mid-Atlantic,75.64690398,white
New York,NY,1972,Male,Northeast,Mid-Atlantic,68.61068863,white
New York,NY,1973,Female,Northeast,Mid-Atlantic,75.99231639,white
New York,NY,1973,Male,Northeast,Mid-Atlantic,68.90944541,white
New York,NY,1974,Female,Northeast,Mid-Atlantic,76.41695473,white
New York,NY,1974,Male,Northeast,Mid-Atlantic,69.35524682,white
New York,NY,1975,Female,Northeast,Mid-Atlantic,77.15280912,white
New York,NY,1975,Male,Northeast,Mid-Atlantic,69.868384,white
New York,NY,1976,Female,Northeast,Mid-Atlantic,76.98559391,white
New York,NY,1976,Male,Northeast,Mid-Atlantic,70.08208958,white
New York,NY,1977,Female,Northeast,Mid-Atlantic,77.42090608,white
New York,NY,1977,Male,Northeast,Mid-Atlantic,70.36655504,white
New York,NY,1978,Female,Northeast,Mid-Atlantic,77.69242493,white
New York,NY,1978,Male,Northeast,Mid-Atlantic,70.6016025,white
New York,NY,1979,Female,Northeast,Mid-Atlantic,77.94029675,white
New York,NY,1979,Male,Northeast,Mid-Atlantic,70.91983105,white
New York,NY,1980,Female,Northeast,Mid-Atlantic,77.72365699,white
New York,NY,1980,Male,Northeast,Mid-Atlantic,70.81039578,white
New York,NY,1981,Female,Northeast,Mid-Atlantic,78.06968882,white
New York,NY,1981,Male,Northeast,Mid-Atlantic,71.10816755,white
New York,NY,1982,Female,Northeast,Mid-Atlantic,78.18617879,white
New York,NY,1982,Male,Northeast,Mid-Atlantic,71.28833845,white
New York,NY,1983,Female,Northeast,Mid-Atlantic,78.15255624,white
New York,NY,1983,Male,Northeast,Mid-Atlantic,71.38491927,white
New York,NY,1984,Female,Northeast,Mid-Atlantic,78.12911389,white
New York,NY,1984,Male,Northeast,Mid-Atlantic,71.46397703,white
New York,NY,1985,Female,Northeast,Mid-Atlantic,78.26375227,white
New York,NY,1985,Male,Northeast,Mid-Atlantic,71.40671699,white
New York,NY,1986,Female,Northeast,Mid-Atlantic,78.36706307,white
New York,NY,1986,Male,Northeast,Mid-Atlantic,71.35676962,white
New York,NY,1987,Female,Northeast,Mid-Atlantic,78.46660457,white
New York,NY,1987,Male,Northeast,Mid-Atlantic,71.33692165,white
New York,NY,1988,Female,Northeast,Mid-Atlantic,78.44329871,white
New York,NY,1988,Male,Northeast,Mid-Atlantic,71.45951545,white
New York,NY,1989,Female,Northeast,Mid-Atlantic,78.80700203,white
New York,NY,1989,Male,Northeast,Mid-Atlantic,71.72642877,white
New York,NY,1990,Female,Northeast,Mid-Atlantic,79.11267865,white
New York,NY,1990,Male,Northeast,Mid-Atlantic,72.02668064,white
New York,NY,1991,Female,Northeast,Mid-Atlantic,79.31746249,white
New York,NY,1991,Male,Northeast,Mid-Atlantic,72.28729577,white
New York,NY,1992,Female,Northeast,Mid-Atlantic,79.49822466,white
New York,NY,1992,Male,Northeast,Mid-Atlantic,72.48341255,white
New York,NY,1993,Female,Northeast,Mid-Atlantic,79.35501677,white
New York,NY,1993,Male,Northeast,Mid-Atlantic,72.5483227,white
New York,NY,1994,Female,Northeast,Mid-Atlantic,79.57130952,white
New York,NY,1994,Male,Northeast,Mid-Atlantic,72.86398161,white
New York,NY,1995,Female,Northeast,Mid-Atlantic,79.61686906,white
New York,NY,1995,Male,Northeast,Mid-Atlantic,73.24936285,white
New York,NY,1996,Female,Northeast,Mid-Atlantic,79.84934321,white
New York,NY,1996,Male,Northeast,Mid-Atlantic,73.99712452,white
New York,NY,1997,Female,Northeast,Mid-Atlantic,80.23152334,white
New York,NY,1997,Male,Northeast,Mid-Atlantic,74.73901083,white
New York,NY,1998,Female,Northeast,Mid-Atlantic,80.36890524,white
New York,NY,1998,Male,Northeast,Mid-Atlantic,75.25696693,white
New York,NY,1999,Female,Northeast,Mid-Atlantic,80.45732423,white
New York,NY,1999,Male,Northeast,Mid-Atlantic,75.33927097,white
New York,NY,2000,Female,Northeast,Mid-Atlantic,80.71385798,white
New York,NY,2000,Male,Northeast,Mid-Atlantic,75.56022867,white
New York,NY,2001,Female,Northeast,Mid-Atlantic,80.82899316,white
New York,NY,2001,Male,Northeast,Mid-Atlantic,75.63211952,white
New York,NY,2002,Female,Northeast,Mid-Atlantic,80.94195672,white
New York,NY,2002,Male,Northeast,Mid-Atlantic,75.95522719,white
New York,NY,2003,Female,Northeast,Mid-Atlantic,81.19083872,white
New York,NY,2003,Male,Northeast,Mid-Atlantic,76.38838769,white
New York,NY,2004,Female,Northeast,Mid-Atlantic,81.51619148,white
New York,NY,2004,Male,Northeast,Mid-Atlantic,76.785587520000007,white
New York,NY,2005,Female,Northeast,Mid-Atlantic,81.65700036,white
New York,NY,2005,Male,Northeast,Mid-Atlantic,76.97665883,white
New York,NY,2006,Female,Northeast,Mid-Atlantic,82.01899272,white
New York,NY,2006,Male,Northeast,Mid-Atlantic,77.23728565,white
New York,NY,2007,Female,Northeast,Mid-Atlantic,82.29650721,white
New York,NY,2007,Male,Northeast,Mid-Atlantic,77.54251931,white
New York,NY,2008,Female,Northeast,Mid-Atlantic,82.35716498,white
New York,NY,2008,Male,Northeast,Mid-Atlantic,77.67181598,white
New York,NY,2009,Female,Northeast,Mid-Atlantic,82.68294993,white
New York,NY,2009,Male,Northeast,Mid-Atlantic,77.91235421,white
New York,NY,2010,Female,Northeast,Mid-Atlantic,82.76376188,white
New York,NY,2010,Male,Northeast,Mid-Atlantic,78.16249483,white
New York,NY,2011,Female,Northeast,Mid-Atlantic,82.75244095,white
New York,NY,2011,Male,Northeast,Mid-Atlantic,78.12458847,white
New York,NY,2012,Female,Northeast,Mid-Atlantic,82.9376836,white
New York,NY,2012,Male,Northeast,Mid-Atlantic,78.22493949,white
New York,NY,2013,Female,Northeast,Mid-Atlantic,82.94503551,white
New York,NY,2013,Male,Northeast,Mid-Atlantic,78.2478703,white
North Carolina,NC,1969,Female,South,South Atlantic,75.67339336,white
North Carolina,NC,1969,Male,South,South Atlantic,66.71705431,white
North Carolina,NC,1970,Female,South,South Atlantic,75.98558885,white
North Carolina,NC,1970,Male,South,South Atlantic,66.95425145,white
North Carolina,NC,1971,Female,South,South Atlantic,76.26092768,white
North Carolina,NC,1971,Male,South,South Atlantic,67.19363717,white
North Carolina,NC,1972,Female,South,South Atlantic,76.23682998,white
North Carolina,NC,1972,Male,South,South Atlantic,67.24318875,white
North Carolina,NC,1973,Female,South,South Atlantic,76.42910678,white
North Carolina,NC,1973,Male,South,South Atlantic,67.47228408,white
North Carolina,NC,1974,Female,South,South Atlantic,77.05010763,white
North Carolina,NC,1974,Male,South,South Atlantic,68.00883485,white
North Carolina,NC,1975,Female,South,South Atlantic,77.80006345,white
North Carolina,NC,1975,Male,South,South Atlantic,68.41906413,white
North Carolina,NC,1976,Female,South,South Atlantic,77.89045147,white
North Carolina,NC,1976,Male,South,South Atlantic,68.86286921,white
North Carolina,NC,1977,Female,South,South Atlantic,78.2595216,white
North Carolina,NC,1977,Male,South,South Atlantic,69.22165362,white
North Carolina,NC,1978,Female,South,South Atlantic,78.48285745,white
North Carolina,NC,1978,Male,South,South Atlantic,69.55554813,white
North Carolina,NC,1979,Female,South,South Atlantic,78.75268778,white
North Carolina,NC,1979,Male,South,South Atlantic,69.92509957,white
North Carolina,NC,1980,Female,South,South Atlantic,78.8965454,white
North Carolina,NC,1980,Male,South,South Atlantic,70.1834947,white
North Carolina,NC,1981,Female,South,South Atlantic,78.953331,white
North Carolina,NC,1981,Male,South,South Atlantic,70.46264564,white
North Carolina,NC,1982,Female,South,South Atlantic,79.17340862,white
North Carolina,NC,1982,Male,South,South Atlantic,70.84680982,white
North Carolina,NC,1983,Female,South,South Atlantic,79.22162595,white
North Carolina,NC,1983,Male,South,South Atlantic,70.96079541,white
North Carolina,NC,1984,Female,South,South Atlantic,79.25783869,white
North Carolina,NC,1984,Male,South,South Atlantic,71.20107066,white
North Carolina,NC,1985,Female,South,South Atlantic,79.15839731,white
North Carolina,NC,1985,Male,South,South Atlantic,71.36182698,white
North Carolina,NC,1986,Female,South,South Atlantic,79.11856809,white
North Carolina,NC,1986,Male,South,South Atlantic,71.46189155,white
North Carolina,NC,1987,Female,South,South Atlantic,79.1601961,white
North Carolina,NC,1987,Male,South,South Atlantic,71.67199072,white
North Carolina,NC,1988,Female,South,South Atlantic,79.17630452,white
North Carolina,NC,1988,Male,South,South Atlantic,71.74438092,white
North Carolina,NC,1989,Female,South,South Atlantic,79.43873563,white
North Carolina,NC,1989,Male,South,South Atlantic,72.05248521,white
North Carolina,NC,1990,Female,South,South Atlantic,79.70138795,white
North Carolina,NC,1990,Male,South,South Atlantic,72.36601331,white
North Carolina,NC,1991,Female,South,South Atlantic,79.76172166,white
North Carolina,NC,1991,Male,South,South Atlantic,72.6071955,white
North Carolina,NC,1992,Female,South,South Atlantic,79.92531724,white
North Carolina,NC,1992,Male,South,South Atlantic,72.80170787,white
North Carolina,NC,1993,Female,South,South Atlantic,79.84620078,white
North Carolina,NC,1993,Male,South,South Atlantic,72.82276332,white
North Carolina,NC,1994,Female,South,South Atlantic,79.92452507,white
North Carolina,NC,1994,Male,South,South Atlantic,73.01730551,white
North Carolina,NC,1995,Female,South,South Atlantic,79.92526367,white
North Carolina,NC,1995,Male,South,South Atlantic,73.18726214,white
North Carolina,NC,1996,Female,South,South Atlantic,79.93739918,white
North Carolina,NC,1996,Male,South,South Atlantic,73.42770326,white
North Carolina,NC,1997,Female,South,South Atlantic,79.98378674,white
North Carolina,NC,1997,Male,South,South Atlantic,73.759309,white
North Carolina,NC,1998,Female,South,South Atlantic,79.95890168,white
North Carolina,NC,1998,Male,South,South Atlantic,73.89063936,white
North Carolina,NC,1999,Female,South,South Atlantic,79.7229882,white
North Carolina,NC,1999,Male,South,South Atlantic,74.05939173,white
North Carolina,NC,2000,Female,South,South Atlantic,79.57513901,white
North Carolina,NC,2000,Male,South,South Atlantic,74.10171458,white
North Carolina,NC,2001,Female,South,South Atlantic,79.8219139,white
North Carolina,NC,2001,Male,South,South Atlantic,74.34739089,white
North Carolina,NC,2002,Female,South,South Atlantic,79.81942492,white
North Carolina,NC,2002,Male,South,South Atlantic,74.46431238,white
North Carolina,NC,2003,Female,South,South Atlantic,79.84075859,white
North Carolina,NC,2003,Male,South,South Atlantic,74.55505593,white
North Carolina,NC,2004,Female,South,South Atlantic,80.15536078,white
North Carolina,NC,2004,Male,South,South Atlantic,74.82903168,white
North Carolina,NC,2005,Female,South,South Atlantic,80.12267432,white
North Carolina,NC,2005,Male,South,South Atlantic,74.96322994,white
North Carolina,NC,2006,Female,South,South Atlantic,80.43913095,white
North Carolina,NC,2006,Male,South,South Atlantic,75.26691396,white
North Carolina,NC,2007,Female,South,South Atlantic,80.56406393,white
North Carolina,NC,2007,Male,South,South Atlantic,75.43200572,white
North Carolina,NC,2008,Female,South,South Atlantic,80.58394879,white
North Carolina,NC,2008,Male,South,South Atlantic,75.63074644,white
North Carolina,NC,2009,Female,South,South Atlantic,80.88047117,white
North Carolina,NC,2009,Male,South,South Atlantic,75.85883844,white
North Carolina,NC,2010,Female,South,South Atlantic,80.91194887,white
North Carolina,NC,2010,Male,South,South Atlantic,76.00563199,white
North Carolina,NC,2011,Female,South,South Atlantic,80.91853742,white
North Carolina,NC,2011,Male,South,South Atlantic,76.18593176,white
North Carolina,NC,2012,Female,South,South Atlantic,80.90367605,white
North Carolina,NC,2012,Male,South,South Atlantic,76.33915935,white
North Carolina,NC,2013,Female,South,South Atlantic,81.04565992,white
North Carolina,NC,2013,Male,South,South Atlantic,76.41847151,white
Ohio,OH,1969,Female,Midwest,East North Central,74.96276191,white
Ohio,OH,1969,Male,Midwest,East North Central,67.69789684,white
Ohio,OH,1970,Female,Midwest,East North Central,75.23187269,white
Ohio,OH,1970,Male,Midwest,East North Central,67.94427664,white
Ohio,OH,1971,Female,Midwest,East North Central,75.50463522,white
Ohio,OH,1971,Male,Midwest,East North Central,68.22900927,white
Ohio,OH,1972,Female,Midwest,East North Central,75.56204697,white
Ohio,OH,1972,Male,Midwest,East North Central,68.27687023,white
Ohio,OH,1973,Female,Midwest,East North Central,75.79866827,white
Ohio,OH,1973,Male,Midwest,East North Central,68.46824775,white
Ohio,OH,1974,Female,Midwest,East North Central,76.2324397,white
Ohio,OH,1974,Male,Midwest,East North Central,68.85125891,white
Ohio,OH,1975,Female,Midwest,East North Central,76.76744058,white
Ohio,OH,1975,Male,Midwest,East North Central,69.27319742,white
Ohio,OH,1976,Female,Midwest,East North Central,76.9507594,white
Ohio,OH,1976,Male,Midwest,East North Central,69.55876718,white
Ohio,OH,1977,Female,Midwest,East North Central,77.15059546,white
Ohio,OH,1977,Male,Midwest,East North Central,69.72281334,white
Ohio,OH,1978,Female,Midwest,East North Central,77.38452297,white
Ohio,OH,1978,Male,Midwest,East North Central,69.9936048,white
Ohio,OH,1979,Female,Midwest,East North Central,77.68609472,white
Ohio,OH,1979,Male,Midwest,East North Central,70.28155465,white
Ohio,OH,1980,Female,Midwest,East North Central,77.64536271,white
Ohio,OH,1980,Male,Midwest,East North Central,70.42025092,white
Ohio,OH,1981,Female,Midwest,East North Central,77.94571662,white
Ohio,OH,1981,Male,Midwest,East North Central,70.80961285,white
Ohio,OH,1982,Female,Midwest,East North Central,78.28443096,white
Ohio,OH,1982,Male,Midwest,East North Central,71.22501951,white
Ohio,OH,1983,Female,Midwest,East North Central,78.21542052,white
Ohio,OH,1983,Male,Midwest,East North Central,71.32382758,white
Ohio,OH,1984,Female,Midwest,East North Central,78.35496678,white
Ohio,OH,1984,Male,Midwest,East North Central,71.52722764,white
Ohio,OH,1985,Female,Midwest,East North Central,78.31355231,white
Ohio,OH,1985,Male,Midwest,East North Central,71.63196763,white
Ohio,OH,1986,Female,Midwest,East North Central,78.4025421,white
Ohio,OH,1986,Male,Midwest,East North Central,71.75670664,white
Ohio,OH,1987,Female,Midwest,East North Central,78.51944734,white
Ohio,OH,1987,Male,Midwest,East North Central,72.05553218,white
Ohio,OH,1988,Female,Midwest,East North Central,78.61556593,white
